,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
707,0,1,35,0,0,6.0,0,3.0,3
708,0,0,46,1,5,0.0,2,2.0,1
709,1,0,53,1,8,2.0,2,3.0,3
710,0,0,48,0,2,9.0,0,1.0,0
711,0,0,75,0,6,1.0,0,2.0,0
712,0,1,23,1,1,1.0,0,3.0,0
713,0,1,29,1,3,1.0,0,2.0,0
714,0,0,46,1,0,0.0,0,2.0,3
715,1,1,61,0,7,1.0,0,1.0,0
716,1,1,37,1,0,1.0,0,1.0,3
717,1,1,23,1,1,6.0,0,5.0,0
719,1,1,33,1,1,7.0,0,4.0,0
721,0,1,41,1,2,0.0,0,2.0,0
723,0,0,25,0,2,8.0,1,2.0,2
724,0,1,33,1,7,2.0,0,3.0,0
725,0,0,43,1,3,0.0,0,2.0,2
726,0,0,25,1,5,1.0,0,2.0,0
727,1,1,26,1,4,0.0,0,1.0,2
728,0,1,22,1,1,1.0,0,5.0,0
729,0,0,28,1,0,0.0,1,2.0,0
730,1,1,36,0,2,7.0,0,1.0,2
731,1,1,28,1,1,1.0,0,3.0,1
732,0,0,85,0,0,1.0,2,4.0,2
734,0,0,43,0,1,7.0,2,2.0,2
735,0,0,82,1,5,1.0,2,2.0,3
737,1,1,18,1,1,3.0,0,3.0,0
738,0,0,53,0,4,1.0,0,2.0,2
739,0,0,50,0,0,0.0,1,4.0,3
740,1,0,39,1,4,9.0,1,6.0,0
741,1,0,35,1,4,2.0,1,6.0,3
743,1,1,33,0,4,1.0,0,3.0,2
744,1,0,35,0,1,1.0,0,3.0,1
745,0,0,48,0,2,0.0,1,4.0,3
746,1,0,50,0,0,1.0,2,3.0,1
747,0,0,47,1,2,0.0,1,4.0,1
748,1,1,50,0,0,4.0,0,1.0,1
750,1,1,26,1,1,10.0,0,1.0,0
751,0,1,21,1,1,0.0,0,4.0,0
752,0,0,61,0,2,1.0,1,4.0,1
753,1,0,88,1,6,0.0,2,2.0,3
754,0,1,72,1,7,1.0,0,2.0,0
755,0,0,61,0,0,1.0,0,2.0,3
757,1,0,51,1,4,1.0,1,5.0,3
758,0,1,42,0,0,6.0,0,2.0,3
759,0,0,59,1,2,8.0,1,3.0,1
760,1,1,45,0,1,4.0,0,1.0,2
762,1,0,85,0,6,0.0,2,2.0,2
763,0,0,46,0,3,1.0,1,4.0,3
764,1,0,32,0,0,0.0,1,2.0,3
765,1,0,70,0,4,0.0,0,1.0,1
767,1,1,30,1,7,1.0,0,4.0,3
768,1,1,33,0,4,1.0,0,2.0,2
770,1,1,37,0,4,0.0,0,1.0,0
771,0,0,32,0,2,6.0,0,2.0,3
772,0,0,52,0,0,0.0,2,2.0,3
773,1,0,42,1,2,0.0,1,3.0,3
774,0,0,47,0,0,3.0,1,2.0,3
775,1,0,52,0,0,9.0,0,2.0,1
776,0,0,66,0,2,0.0,1,3.0,1
778,1,0,47,0,7,1.0,0,1.0,0
779,0,0,52,0,2,1.0,1,3.0,3
780,0,1,27,1,1,2.0,0,4.0,0
781,1,0,56,0,0,0.0,1,5.0,3
782,1,0,53,1,4,7.0,1,6.0,2
783,1,0,45,0,0,1.0,1,4.0,3
784,1,1,37,1,8,1.0,0,1.0,0
785,1,0,36,1,0,2.0,1,4.0,1
786,0,1,25,0,2,2.0,0,3.0,0
787,1,0,45,0,0,1.0,1,2.0,3
789,0,1,35,0,2,1.0,0,3.0,2
790,1,0,72,0,6,1.0,2,2.0,3
791,1,0,31,1,0,1.0,0,4.0,0
792,0,0,47,1,2,4.0,1,3.0,3
793,0,1,20,1,1,7.0,0,3.0,0
794,1,0,73,0,6,1.0,0,2.0,3
796,0,0,25,1,2,3.0,1,2.0,0
797,0,0,52,0,5,0.0,2,4.0,1
798,1,1,27,0,0,1.0,0,6.0,1
799,0,0,52,0,5,1.0,1,4.0,1
800,1,0,49,0,0,0.0,0,1.0,1
802,0,1,45,0,7,0.0,0,1.0,0
803,0,0,59,0,0,4.0,0,1.0,3
804,1,1,18,1,1,8.0,0,5.0,0
805,0,1,18,1,1,0.0,0,3.0,0
806,0,0,55,1,0,1.0,0,1.0,1
807,1,1,59,0,2,1.0,0,1.0,2
808,0,1,22,1,1,0.0,0,2.0,0
809,0,0,52,0,5,0.0,2,4.0,1
810,0,0,51,0,0,1.0,1,3.0,1
811,0,0,35,1,5,0.0,2,5.0,2
812,1,1,26,1,5,8.0,0,3.0,0
813,0,0,38,0,2,1.0,1,2.0,1
814,0,0,43,0,3,1.0,0,4.0,2
815,0,1,41,0,2,1.0,0,2.0,2
820,0,0,47,0,0,0.0,1,4.0,1
821,0,0,71,1,7,1.0,0,1.0,0
822,1,1,32,0,2,1.0,0,3.0,2
823,0,0,60,0,2,1.0,1,3.0,1
825,1,1,37,0,0,9.0,0,1.0,2
826,0,0,48,0,8,9.0,0,1.0,1
828,1,0,68,0,0,1.0,1,2.0,1
829,0,0,51,1,0,0.0,0,3.0,2
830,0,0,52,0,5,1.0,0,4.0,1
831,0,0,31,0,7,13.0,2,4.0,0
832,0,1,39,1,4,1.0,0,1.0,2
834,1,0,50,0,5,4.0,2,3.0,3
836,0,1,18,1,1,0.0,0,6.0,0
837,0,0,37,0,0,0.0,0,2.0,1
838,1,0,50,0,3,1.0,1,3.0,3
840,0,1,19,1,1,1.0,0,6.0,0
841,0,1,31,0,1,0.0,0,4.0,0
842,0,0,53,0,3,14.0,1,2.0,3
843,1,0,26,0,0,12.0,1,2.0,3
844,0,1,37,0,1,8.0,0,3.0,0
847,1,0,48,1,6,1.0,2,2.0,0
848,0,1,21,1,1,0.0,0,4.0,0
849,0,1,19,1,1,0.0,0,4.0,0
852,1,0,65,0,6,0.0,2,3.0,3
853,0,0,73,1,5,1.0,0,1.0,3
854,1,0,50,0,0,1.0,1,3.0,3
855,0,0,70,0,6,0.0,0,1.0,2
856,0,0,58,0,4,0.0,0,1.0,0
858,0,1,18,0,1,1.0,0,2.0,0
859,0,1,32,1,1,0.0,0,4.0,0
860,1,1,40,0,6,4.0,0,1.0,3
861,1,1,49,0,7,0.0,0,5.0,2
862,0,1,35,0,0,8.0,0,1.0,2
863,1,0,40,0,4,0.0,0,2.0,3
864,0,1,30,0,7,12.0,0,4.0,0
865,1,1,35,0,0,5.0,0,1.0,2
866,0,0,28,1,3,0.0,0,5.0,0
868,0,0,39,0,1,1.0,1,2.0,0
869,0,1,39,0,2,1.0,0,8.0,2
870,1,0,26,0,4,6.0,2,7.0,0
871,0,0,36,0,0,0.0,2,3.0,1
873,0,1,21,1,1,1.0,0,3.0,0
874,1,1,45,0,0,2.0,0,1.0,3
875,0,0,45,1,2,10.0,1,4.0,3
876,1,0,63,0,0,0.0,1,3.0,1
877,1,1,45,0,0,1.0,0,1.0,2
878,1,0,27,0,1,9.0,2,2.0,0
879,0,0,47,1,5,0.0,0,7.0,2
880,0,0,36,0,0,6.0,1,4.0,1
882,0,1,25,1,3,7.0,0,4.0,1
883,0,1,32,1,1,0.0,0,7.0,0
884,0,0,41,1,5,6.0,2,3.0,2
885,1,0,50,0,0,9.0,1,4.0,2
886,1,0,63,0,0,0.0,2,2.0,1
888,1,0,62,0,4,1.0,0,1.0,3
889,0,0,63,0,7,1.0,2,3.0,1
890,1,0,36,0,0,5.0,0,2.0,3
891,1,0,31,1,4,8.0,0,2.0,1
892,1,1,45,1,2,8.0,0,2.0,2
893,1,0,45,0,0,1.0,1,4.0,3
894,0,1,26,1,3,1.0,0,3.0,0
896,1,1,38,0,7,8.0,0,3.0,0
897,1,0,74,0,6,1.0,2,2.0,3
898,0,1,61,0,6,1.0,0,1.0,1
900,1,0,70,0,6,1.0,2,2.0,3
902,1,0,57,0,0,1.0,1,4.0,1
904,0,1,20,1,1,1.0,0,3.0,0
905,0,1,19,1,1,5.0,0,4.0,0
906,0,1,52,0,0,1.0,0,3.0,3
908,0,1,22,1,7,0.0,0,3.0,0
913,1,0,57,0,0,1.0,1,3.0,1
914,0,1,25,0,1,1.0,0,4.0,0
915,1,0,40,1,4,0.0,0,3.0,2
916,1,0,53,0,0,1.0,0,2.0,2
917,1,1,32,0,0,9.0,0,1.0,2
918,1,1,70,0,0,0.0,0,2.0,3
919,0,1,48,0,4,0.0,0,1.0,2
920,0,0,75,0,6,1.0,2,2.0,1
921,0,0,62,0,0,0.0,0,1.0,3
922,0,0,41,1,0,1.0,1,6.0,3
923,0,0,55,0,0,0.0,1,3.0,1
925,1,1,20,1,1,4.0,0,3.0,0
926,0,1,20,1,1,0.0,0,3.0,0
928,1,0,56,0,2,1.0,1,3.0,3
929,0,0,39,1,5,1.0,2,7.0,0
931,0,0,35,0,0,1.0,1,2.0,3
932,1,1,35,1,4,1.0,0,1.0,2
933,0,1,33,0,1,0.0,0,2.0,1
934,0,1,42,0,0,1.0,0,2.0,2
935,0,1,35,0,0,5.0,0,2.0,2
936,1,1,27,1,1,0.0,0,3.0,2
937,0,1,33,1,2,6.0,0,2.0,0
938,1,1,32,0,0,9.0,0,1.0,0
939,1,1,35,1,2,4.0,0,2.0,0
940,0,1,22,1,1,0.0,0,9.0,0
941,0,0,40,0,0,3.0,1,4.0,1
942,0,0,51,0,0,3.0,1,2.0,1
944,0,0,82,0,6,1.0,2,2.0,2
945,0,0,43,0,0,6.0,1,3.0,3
946,1,1,29,1,7,9.0,0,4.0,2
947,1,1,38,0,0,9.0,0,1.0,3
948,0,0,37,0,0,0.0,1,3.0,1
949,0,1,32,0,1,0.0,0,6.0,0
950,0,1,26,0,2,5.0,0,4.0,0
951,0,0,39,0,2,0.0,1,4.0,2
952,1,1,43,0,0,0.0,0,1.0,2
953,0,0,51,0,3,11.0,1,2.0,1
954,0,0,52,0,0,0.0,1,2.0,1
955,0,1,51,1,2,1.0,0,1.0,2
957,0,1,33,1,1,0.0,0,5.0,1
960,0,0,48,0,0,0.0,0,2.0,1
961,1,0,78,1,6,1.0,2,2.0,3
962,0,0,46,0,0,1.0,0,1.0,2
964,0,1,26,1,1,0.0,0,7.0,2
968,0,1,22,1,1,1.0,0,4.0,0
969,0,0,27,1,4,6.0,0,3.0,0
972,0,0,37,1,2,0.0,1,4.0,0
973,1,1,33,0,7,1.0,0,3.0,3
974,1,0,57,1,4,0.0,0,1.0,3
975,0,1,35,0,2,0.0,0,3.0,2
976,1,1,26,0,0,1.0,0,3.0,2
977,0,1,31,0,3,1.0,0,2.0,2
979,1,0,56,0,4,2.0,2,2.0,3
980,0,0,65,0,6,0.0,0,1.0,0
981,0,1,23,1,1,7.0,0,3.0,0
982,0,0,68,1,5,1.0,2,2.0,3
983,1,1,32,1,8,9.0,0,1.0,0
984,1,1,21,1,1,0.0,0,5.0,0
986,0,0,25,0,2,1.0,1,2.0,2
987,1,0,36,0,2,0.0,1,3.0,3
988,0,1,25,1,5,3.0,0,1.0,2
989,0,0,58,0,0,9.0,1,4.0,1
990,0,0,66,0,5,1.0,0,2.0,2
991,1,1,42,0,0,1.0,0,2.0,2
992,1,0,36,0,3,13.0,0,2.0,3
993,0,0,58,1,0,9.0,0,2.0,3
994,1,1,36,1,4,0.0,0,1.0,2
995,0,1,28,1,1,2.0,0,4.0,1
996,0,0,45,1,0,4.0,1,2.0,1
997,1,0,35,1,2,10.0,0,2.0,2
998,0,0,59,0,0,11.0,1,3.0,1
999,0,0,49,0,2,0.0,0,1.0,2
1000,1,1,51,0,2,0.0,0,1.0,2
1001,0,1,40,0,0,5.0,0,2.0,2
1003,1,0,74,0,6,1.0,0,1.0,1
1004,0,1,27,0,1,4.0,0,2.0,0
1005,0,0,70,0,0,0.0,2,2.0,1
1006,1,0,62,0,6,0.0,0,2.0,1
1007,0,1,37,0,0,9.0,0,1.0,2
1008,1,1,40,1,1,8.0,0,3.0,0
1010,0,0,52,0,2,1.0,1,4.0,3
1011,1,0,57,0,5,0.0,1,2.0,1
1012,0,1,37,0,0,8.0,0,3.0,1
1013,0,0,60,0,0,1.0,0,1.0,3
1014,0,0,43,0,5,7.0,2,3.0,3
1015,0,0,37,0,2,4.0,0,1.0,3
1016,0,0,59,0,2,1.0,1,3.0,3
1017,1,0,60,0,0,2.0,0,3.0,3
1018,0,0,69,1,6,1.0,0,3.0,1
1019,0,0,49,0,5,1.0,2,4.0,1
1020,0,1,23,1,1,1.0,0,5.0,0
1021,1,0,43,0,0,2.0,1,3.0,3
1022,1,1,22,1,1,1.0,0,7.0,0
1023,0,1,29,1,1,0.0,0,4.0,1
1024,0,0,26,0,7,0.0,0,2.0,0
1025,1,0,36,1,0,1.0,1,4.0,3
1026,1,1,55,0,2,1.0,0,1.0,2
1027,1,0,59,0,4,0.0,0,1.0,3
1030,0,0,53,0,0,2.0,1,3.0,1
1031,0,0,62,0,0,1.0,1,3.0,3
1032,0,0,73,1,5,0.0,2,3.0,2
1033,0,0,45,1,3,9.0,2,4.0,0
1035,0,1,28,0,1,1.0,0,4.0,0
1036,0,1,25,1,7,0.0,0,2.0,2
1037,0,0,52,0,4,1.0,1,3.0,1
1038,0,0,61,0,2,11.0,1,3.0,2
1039,1,1,27,0,0,1.0,0,4.0,0
1040,0,0,31,0,2,8.0,1,2.0,3
1041,0,1,40,0,0,1.0,0,4.0,2
1042,0,1,27,0,0,1.0,0,3.0,3
1043,1,1,60,0,0,6.0,0,1.0,3
1044,0,0,40,0,1,6.0,2,2.0,2
1045,0,0,32,1,2,5.0,0,2.0,2
1046,1,0,42,0,4,1.0,0,2.0,3
1047,0,0,32,0,3,0.0,1,2.0,0
1048,0,1,27,0,0,9.0,0,2.0,3
1049,0,1,29,1,2,1.0,0,5.0,0
1050,0,1,43,0,2,0.0,0,5.0,2
1051,0,0,48,0,3,1.0,1,2.0,1
1052,0,0,62,1,2,1.0,1,6.0,3
1053,1,1,42,0,0,7.0,0,2.0,1
1054,0,0,25,0,0,8.0,1,2.0,3
1056,0,0,61,0,1,1.0,0,4.0,0
1057,1,1,26,1,8,8.0,0,1.0,0
1058,1,1,27,0,3,1.0,0,4.0,3
1059,1,0,40,0,0,0.0,0,2.0,3
1060,1,1,23,1,1,0.0,0,4.0,0
1061,0,0,45,0,5,0.0,2,4.0,3
1062,1,1,37,0,0,9.0,0,1.0,2
1064,0,0,70,1,7,1.0,0,2.0,2
1065,0,0,37,0,0,1.0,1,2.0,1
1066,1,1,19,1,3,1.0,0,4.0,0
1070,0,0,63,1,2,1.0,1,5.0,1
1071,1,0,68,0,0,1.0,1,2.0,1
1072,1,1,27,0,1,1.0,0,4.0,1
1073,0,1,30,0,2,1.0,0,3.0,0
1074,1,1,33,0,3,0.0,0,3.0,0
1075,0,0,25,1,2,2.0,0,2.0,2
1076,1,1,37,0,2,1.0,0,2.0,1
1077,0,1,30,0,2,0.0,0,3.0,0
1078,1,0,66,0,4,8.0,1,2.0,1
1079,1,1,31,1,4,0.0,0,1.0,0
1080,1,1,31,0,4,9.0,0,3.0,0
1081,1,0,45,0,0,8.0,2,5.0,1
1082,0,0,42,1,2,0.0,0,3.0,2
1083,1,0,46,0,0,1.0,1,2.0,2
1084,1,0,76,0,6,1.0,2,2.0,3
1085,0,1,25,0,1,8.0,0,4.0,0
1086,1,0,41,0,4,1.0,1,3.0,3
1087,0,0,49,0,4,0.0,1,2.0,1
1089,0,0,55,1,0,0.0,0,2.0,3
1090,0,0,66,0,5,3.0,2,2.0,1
1091,1,0,68,0,0,0.0,0,1.0,1
1094,1,1,26,0,1,1.0,0,2.0,0
1096,0,1,20,1,1,0.0,0,4.0,0
1097,1,0,50,0,3,1.0,0,3.0,3
1098,1,0,84,0,0,1.0,2,2.0,2
1099,0,1,43,0,0,12.0,0,5.0,1
1100,1,0,63,0,2,0.0,1,4.0,3
1101,0,1,37,0,2,9.0,0,1.0,0
1102,0,0,31,1,4,5.0,1,3.0,2
1103,0,1,26,1,2,1.0,0,3.0,0
1104,0,0,41,0,2,2.0,1,3.0,0
1105,1,0,62,0,0,1.0,2,2.0,3
1106,0,0,45,0,5,0.0,2,4.0,3
1107,1,0,28,1,4,6.0,0,3.0,2
1108,1,0,89,0,6,0.0,2,2.0,1
1109,0,1,20,1,1,0.0,0,4.0,0
1110,1,1,40,0,4,9.0,0,2.0,3
1111,0,1,23,1,1,0.0,0,4.0,0
1112,0,1,41,0,0,4.0,0,1.0,2
1113,0,0,78,1,6,1.0,2,2.0,2
1114,1,1,43,0,4,0.0,0,1.0,2
1115,1,0,57,0,0,0.0,2,4.0,1
1116,0,0,55,0,5,1.0,2,3.0,1
1117,1,1,27,0,4,11.0,0,1.0,3
1118,0,0,51,0,5,1.0,2,4.0,1
1119,0,0,35,0,5,9.0,2,4.0,1
1120,0,0,49,0,2,1.0,1,3.0,2
1121,1,1,33,0,1,7.0,0,2.0,0
1122,1,0,60,0,0,1.0,1,2.0,1
1123,0,0,52,0,0,8.0,0,3.0,1
1124,1,1,42,0,0,1.0,0,2.0,1
1125,1,1,28,0,7,2.0,0,3.0,0
1126,1,0,43,0,0,5.0,2,3.0,3
1127,0,1,25,0,1,0.0,0,4.0,1
1129,0,0,42,0,0,1.0,1,3.0,1
1132,1,0,41,0,0,1.0,2,4.0,1
1133,1,0,71,0,6,0.0,0,2.0,1
1134,1,0,42,0,0,0.0,1,2.0,1
1135,0,0,56,0,0,1.0,1,2.0,1
1136,1,0,41,0,1,6.0,1,2.0,1
1137,0,0,72,0,2,7.0,0,2.0,2
1138,1,1,30,1,2,1.0,0,4.0,0
1139,1,1,25,0,2,0.0,0,6.0,1
1140,0,1,33,0,7,0.0,0,4.0,0
1142,0,0,38,1,5,5.0,2,3.0,2
1143,0,0,60,0,6,9.0,0,2.0,3
1144,1,0,79,1,6,1.0,2,3.0,2
1145,1,1,38,0,7,9.0,0,4.0,0
1146,0,0,56,0,0,1.0,1,1.0,1
1147,0,0,73,1,8,2.0,0,1.0,2
1148,1,1,22,1,1,0.0,0,7.0,0
1149,0,0,42,1,7,1.0,0,3.0,2
1150,0,0,72,1,6,0.0,2,2.0,3
1151,1,1,33,0,1,0.0,0,3.0,1
1152,0,0,53,0,5,1.0,1,4.0,3
1153,1,1,25,1,1,1.0,0,5.0,3
1154,0,0,46,0,0,0.0,1,3.0,1
1155,0,1,18,1,1,0.0,0,3.0,0
1156,1,1,60,0,4,1.0,0,1.0,2
1157,0,1,22,1,3,2.0,0,4.0,1
1158,0,1,22,1,1,9.0,0,5.0,0
1159,0,1,18,1,1,3.0,0,5.0,0
1160,0,0,39,0,3,0.0,2,3.0,1
1161,0,1,19,1,1,7.0,0,5.0,0
1162,1,1,30,1,0,7.0,0,1.0,2
1163,0,1,23,1,1,4.0,0,5.0,0
1164,0,1,23,1,1,1.0,0,7.0,0
1165,1,1,48,0,0,4.0,0,1.0,1
1166,0,0,39,0,0,9.0,0,1.0,2
1167,1,1,56,0,0,0.0,0,1.0,2
1168,0,0,63,1,0,5.0,1,2.0,1
1169,1,0,71,1,4,1.0,2,4.0,2
1170,1,0,70,0,2,1.0,2,2.0,3
1171,0,0,84,1,6,1.0,0,1.0,2
1172,0,0,39,0,5,0.0,2,6.0,1
1173,0,0,42,0,0,6.0,0,4.0,2
1174,0,0,46,0,0,4.0,0,2.0,3
1175,0,0,63,1,5,0.0,1,3.0,3
1176,1,0,55,1,0,0.0,0,3.0,1
1177,0,0,42,0,4,1.0,0,2.0,2
1179,1,0,88,0,6,1.0,0,1.0,0
1180,0,0,43,0,0,5.0,1,2.0,3
1181,0,0,73,0,5,1.0,2,3.0,1
1183,0,1,30,1,1,0.0,0,5.0,0
1184,0,0,30,1,3,11.0,1,2.0,2
1185,0,0,46,0,1,1.0,2,3.0,1
1186,1,0,43,0,0,2.0,1,2.0,1
1187,1,0,36,1,2,1.0,2,3.0,2
1189,0,0,63,0,2,1.0,0,1.0,2
1190,0,0,35,0,0,7.0,0,2.0,1
1191,1,1,31,0,0,9.0,0,2.0,3
1193,0,1,26,1,5,2.0,0,2.0,0
1194,0,0,37,1,3,4.0,1,2.0,2
1195,1,0,26,1,3,1.0,1,2.0,0
1196,0,0,37,1,2,0.0,0,5.0,2
1197,1,0,53,0,0,1.0,1,3.0,1
1198,1,1,55,0,0,1.0,0,1.0,2
1199,0,0,42,0,5,9.0,2,6.0,3
1200,1,0,46,0,0,0.0,1,2.0,1
1202,0,1,63,0,0,0.0,0,1.0,2
1203,0,0,52,0,2,0.0,0,4.0,3
1204,1,1,28,0,3,12.0,0,2.0,0
1205,1,1,20,1,1,0.0,0,5.0,0
1206,0,0,60,0,5,4.0,2,3.0,1
1207,0,0,42,0,1,0.0,1,4.0,3
1208,0,0,46,0,3,1.0,1,6.0,3
1209,0,0,37,0,0,1.0,1,2.0,1
1210,1,1,42,0,0,8.0,0,1.0,3
1211,1,0,46,0,0,1.0,1,4.0,1
1212,0,0,49,1,1,0.0,0,7.0,0
1213,1,0,89,1,6,0.0,2,2.0,3
1214,1,0,38,1,2,4.0,0,1.0,3
1215,0,0,48,0,0,0.0,1,2.0,1
1216,1,0,51,0,0,3.0,0,4.0,3
1217,0,0,73,0,0,1.0,2,2.0,1
1218,0,1,30,0,1,1.0,0,4.0,1
1220,1,0,65,0,6,1.0,1,2.0,3
1221,1,1,36,1,0,0.0,0,1.0,3
1222,1,1,25,0,1,0.0,0,3.0,3
1224,0,0,43,0,5,0.0,2,4.0,3
1225,1,0,33,0,8,0.0,2,2.0,1
1226,0,1,30,0,2,14.0,0,1.0,0
1228,1,1,25,0,4,8.0,0,2.0,2
1229,0,0,49,0,0,4.0,1,4.0,1
1230,1,1,31,0,0,9.0,0,1.0,3
1232,1,1,27,0,3,14.0,0,8.0,1
1233,1,1,33,0,2,11.0,0,3.0,2
1234,0,0,35,0,0,1.0,1,2.0,2
1235,0,1,19,1,1,1.0,0,5.0,0
1236,1,0,25,1,7,0.0,2,5.0,0
1237,0,0,57,1,5,4.0,2,4.0,1
1238,0,0,45,1,5,1.0,1,4.0,3
1239,1,0,47,1,8,3.0,2,3.0,3
1241,1,1,33,0,3,9.0,0,2.0,2
1242,0,0,45,0,0,3.0,0,1.0,1
1243,0,1,27,1,1,1.0,0,3.0,1
1244,1,0,38,0,4,0.0,0,1.0,0
1245,1,1,38,1,4,0.0,0,3.0,1
1246,0,1,87,1,6,1.0,0,1.0,2
1247,0,1,30,0,3,0.0,0,3.0,1
1248,0,0,57,0,2,0.0,1,7.0,1
1249,1,0,63,0,0,9.0,0,2.0,1
1250,0,1,50,1,3,9.0,0,3.0,0
1251,0,0,68,0,5,0.0,2,2.0,1
1252,1,0,33,1,2,1.0,0,2.0,2
1253,1,0,37,0,3,0.0,0,2.0,2
1254,1,1,25,1,4,0.0,0,6.0,1
1255,1,1,29,1,4,0.0,0,5.0,2
1256,1,1,32,0,1,3.0,0,2.0,1
1257,1,0,68,1,4,0.0,0,1.0,2
1258,0,0,86,0,6,1.0,2,2.0,2
1259,0,0,49,0,0,0.0,0,3.0,3
1260,1,0,32,0,8,12.0,2,2.0,0
1261,0,0,28,0,1,1.0,0,4.0,0
1263,0,0,83,1,6,1.0,0,1.0,2
1264,1,1,63,0,0,14.0,0,1.0,3
1265,0,0,65,1,6,0.0,2,2.0,1
1266,1,0,38,0,0,1.0,1,3.0,1
1267,0,0,61,0,2,1.0,0,1.0,0
1268,1,0,46,0,0,8.0,0,2.0,3
1269,1,1,30,0,3,1.0,0,2.0,1
1272,0,1,22,1,1,0.0,0,5.0,0
1273,1,0,42,0,0,1.0,1,2.0,1
1274,1,0,57,0,3,0.0,0,7.0,3
1275,1,0,49,1,4,6.0,0,2.0,2
1276,1,1,25,1,0,1.0,0,3.0,0
1277,1,1,31,0,4,0.0,0,1.0,2
1278,0,1,25,1,1,1.0,0,5.0,0
1279,0,1,33,0,1,0.0,0,5.0,1
1280,0,1,29,0,1,9.0,0,6.0,0
1281,0,0,38,0,0,0.0,1,4.0,3
1282,0,0,62,0,5,8.0,2,2.0,1
1283,0,0,59,1,4,0.0,0,1.0,2
1284,1,0,27,0,2,3.0,0,5.0,3
1285,1,0,51,0,0,0.0,1,3.0,1
1286,0,1,59,1,2,0.0,0,3.0,3
1288,1,1,37,0,0,12.0,0,1.0,2
1289,0,0,37,0,5,9.0,2,4.0,1
1290,0,0,30,1,0,0.0,1,2.0,2
1291,0,0,43,0,2,0.0,1,2.0,3
1292,0,1,40,0,0,5.0,0,2.0,2
1293,1,1,40,0,0,6.0,0,2.0,3
1294,1,1,30,1,4,1.0,0,5.0,0
1295,1,0,40,0,0,9.0,1,2.0,3
1296,1,0,62,0,0,2.0,2,3.0,1
1297,0,1,22,1,1,0.0,0,8.0,0
1298,1,0,66,0,6,1.0,2,2.0,2
1299,0,0,67,0,0,10.0,0,1.0,0
1300,0,0,50,0,0,1.0,1,3.0,2
1301,0,1,27,1,1,5.0,0,3.0,0
1302,0,1,28,0,3,1.0,0,3.0,2
1303,0,0,45,0,3,1.0,1,2.0,1
1304,0,0,59,0,0,1.0,1,2.0,3
1305,0,1,19,1,1,1.0,0,2.0,0
1306,0,0,62,0,0,1.0,0,4.0,3
1308,0,1,19,1,1,0.0,0,4.0,0
1309,1,1,28,0,2,6.0,0,3.0,3
1310,0,1,25,1,3,1.0,0,4.0,0
1311,0,0,36,0,2,0.0,0,2.0,2
1312,1,1,33,0,1,2.0,0,2.0,2
1313,0,0,59,1,2,0.0,1,4.0,3
1314,0,1,20,1,1,4.0,0,4.0,0
1315,0,1,23,1,1,0.0,0,5.0,0
1317,1,1,46,0,0,10.0,0,2.0,2
1318,1,0,74,1,6,1.0,2,2.0,2
1319,0,1,26,1,3,8.0,0,1.0,0
1321,0,1,41,0,0,1.0,0,3.0,2
1323,1,0,30,1,0,0.0,1,2.0,3
1324,0,0,70,1,6,1.0,0,2.0,0
1325,0,0,50,0,0,1.0,0,3.0,1
1328,1,0,40,0,0,1.0,0,3.0,1
1329,1,0,39,0,8,8.0,0,1.0,0
1330,1,0,88,0,6,1.0,2,2.0,3
1331,1,1,43,0,0,0.0,0,1.0,2
1332,0,1,19,1,1,1.0,0,3.0,0
1333,1,0,45,1,0,6.0,0,1.0,2
1336,1,1,35,0,1,0.0,0,1.0,0
1337,0,0,53,0,3,0.0,0,3.0,2
1338,0,1,21,1,1,1.0,0,4.0,0
1340,0,0,38,1,0,1.0,1,3.0,1
1341,0,0,36,0,5,9.0,1,3.0,3
1342,0,0,63,0,0,0.0,1,4.0,1
1343,0,1,31,0,0,1.0,0,2.0,2
1344,0,1,25,1,2,3.0,0,1.0,2
1345,0,0,52,0,2,1.0,0,2.0,1
1346,0,1,19,1,1,1.0,0,4.0,0
1348,1,1,30,1,1,0.0,0,4.0,0
1349,1,0,59,0,0,0.0,1,5.0,1
1350,1,1,25,1,4,1.0,0,3.0,0
1351,0,0,77,0,6,0.0,0,1.0,2
1352,1,0,58,0,3,1.0,1,2.0,1
1353,1,0,38,0,0,6.0,0,4.0,1
1354,0,0,29,1,7,1.0,0,4.0,0
1355,0,0,56,0,0,1.0,1,3.0,3
1356,1,1,37,0,2,1.0,0,2.0,0
1357,0,0,49,0,3,1.0,1,4.0,1
1358,1,1,41,0,0,2.0,0,1.0,3
1360,0,1,28,0,3,0.0,0,1.0,0
1361,1,1,35,1,4,1.0,0,2.0,2
1362,0,1,23,1,1,1.0,0,3.0,0
1363,1,0,43,0,0,4.0,1,2.0,1
1365,0,1,30,1,3,1.0,0,4.0,0
1366,0,1,20,1,1,1.0,0,3.0,0
1367,0,0,84,1,6,0.0,2,2.0,3
1369,0,1,28,0,3,1.0,0,1.0,2
1370,0,0,73,0,6,1.0,1,2.0,2
1372,1,0,42,0,0,9.0,0,1.0,2
1373,0,0,49,0,0,2.0,0,2.0,2
1376,1,1,42,0,4,6.0,0,1.0,2
1377,1,1,31,1,3,0.0,0,4.0,0
1378,1,0,49,0,0,0.0,1,4.0,1
